# Sale: Tokyo_Game_Show
# EndDate: 2026-09-24
# Created: 2026-09-19T09:05:12.375Z
# Total: 605
"№","Название","Скидка/Список","ID игры","Платформа","Предзаказ","Обычная цена","Скидка %","Новая цена","Дата окончания","Цены изданий","Рус. озвучка","Рус. текст","Подписки","Ссылка","Дата релиза","Жанр","PEGI"
"70","Resident Evil Requiem","Tokyo_Game_Show","PPSA31246","PS5","Нет","3.449,00 TL","38%","2.138,38 TL","2026-09-24","","Да","Да","","https://store.playstation.com/en-tr/concept/10015533","2026-02-26","Action","PEGI_18"
"136","PRAGMATA","Tokyo_Game_Show","PPSA02530","PS5","Нет","2.579,00 TL","20%","2.063,20 TL","2026-09-24","Standard Edition: 2.579,00 TL; Deluxe Edition: 2.999,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10002075","2026-04-16","Action","PEGI_16"
"82","Call of Duty: Black Ops","Tokyo_Game_Show","PPSA34501","PS4, PS5","Нет","1.600,00 TL","50%","800,00 TL","2026-09-24","","Да","Да","","https://store.playstation.com/en-tr/concept/10017657","2026-07-09","Shooter","PEGI_18"
"69","Call of Duty: Black Ops II","Tokyo_Game_Show","PPSA34502","PS4, PS5","Нет","1.600,00 TL","50%","800,00 TL","2026-09-24","","Да","Да","","https://store.playstation.com/en-tr/concept/10017658","2026-07-09","Shooter","PEGI_18"
"9","Forza Horizon 5","Tokyo_Game_Show","PPSA22327","PS5","Нет","1.541,00 TL","60%","616,40 TL","2026-09-24","Standard Edition: 1.541,00 TL; Deluxe Edition: 2.055,00 TL; Premium Edition: 2.570,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10010647","2025-04-28","Driving/Racing","PEGI_3"
"141","Resident Evil 4","Tokyo_Game_Show","PPSA07412","PS4, PS5","Нет","1.399,00 TL","75%","349,75 TL","2026-09-24","Standard Edition: 1.399,00 TL; Gold Edition: 1.749,00 TL; Remake Trilogy: 2.999,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10004473","2023-03-23","Horror","PEGI_18"
"250","DEATH STRANDING 2: ON THE BEACH","Tokyo_Game_Show","PPSA02015","PS5","Нет","3.449,00 TL","38%","2.138,38 TL","2026-09-24","Digital Deluxe Edition: 3.849,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10001538","2025-06-25","Action","PEGI_18"
"35","REANIMAL","Tokyo_Game_Show","PPSA23372","PS5","Нет","1.749,00 TL","20%","1.399,20 TL","2026-09-24","Digital Deluxe Edition: 2.579,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10010999","2026-02-13","Horror","PEGI_18"
"204","No Man's Sky","Tokyo_Game_Show","PPSA01412","PS4, PS5","Нет","1.249,00 TL","60%","499,60 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/216600","2020-11-11","Unique","PEGI_12"
"121","Dying Light: The Beast","Tokyo_Game_Show","PPSA24003","PS5","Нет","2.799,00 TL","50%","1.399,50 TL","2026-09-24","Dying Light: The Beast: 2.799,00 TL; Deluxe Edition: 3.249,00 TL; Definitive Edition: 3.849,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011468","2025-09-18","Action","PEGI_18"
"132","Sea of Thieves","Tokyo_Game_Show","PPSA17668","PS5","Нет","999,00 TL","65%","349,65 TL","2026-09-24","Standard Edition: 999,00 TL; 2026 Deluxe Edition: 1.249,00 TL; 2026 Premium Edition: 1.499,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10008884","2024-04-30","Adventure","PEGI_12"
"382","Directive 8020","Tokyo_Game_Show","PPSA16384","PS5","Нет","2.149,00 TL","20%","1.719,20 TL","2026-09-24","Digital Deluxe Edition: 2.579,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10008357","2026-05-12","Horror","PEGI_18"
"203","Echoes of Aincrad","Tokyo_Game_Show","PPSA22969","PS5","Нет","2.999,00 TL","30%","2.099,30 TL","2026-09-24","Standard Edition: 2.999,00 TL; Deluxe Edition: 3.849,00 TL; Ultimate Edition: 4.749,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10010956","2026-07-09","Action","PEGI_12"
"707","DRAGON BALL XENOVERSE 2","Tokyo_Game_Show","PPSA08586","PS4, PS5","Нет","699,00 TL","65%","489,65 TL","2026-09-24","Standard Edition: 699,00 TL; Dragon Ball Xenoverse 1 and 2 Bundle: 654,33 TL; Special Edition: 1.749,00 TL; Deluxe Edition: 1.399,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/217012","2024-05-23","Fighting","PEGI_12"
"419","NARUTO TO BORUTO: SHINOBI STRIKER","Tokyo_Game_Show","CUSA08767","PS4","Нет","1.049,00 TL","75%","487,25 TL","2026-09-24","Ultimate Edition: 4.949,00 TL; NARUTO TO BORUTO: SHINOBI STRIKER Deluxe Edition: 1.949,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/227447","2018-08-30","Action","PEGI_12"
"282","Sonic Racing: CrossWorlds","Tokyo_Game_Show","PPSA08804","PS4, PS5","Нет","2.499,00 TL","60%","999,60 TL","2026-09-24","Standard Edition: 2.499,00 TL; Digital Deluxe Edition: 3.149,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10005570","2025-09-25","Driving/Racing","PEGI_3"
"832","Dead Island 2","Tokyo_Game_Show","PPSA03099","PS4, PS5","Нет","1.749,00 TL","80%","349,80 TL","2026-09-24","Ultimate Edition: 2.499,00 TL; Series Bundle: 769,80 TL","Нет","Да","PS Plus Extra","https://store.playstation.com/en-tr/concept/201061","2023-04-20","Adventure","PEGI_18"
"171","Call of Duty: Modern Warfare","Tokyo_Game_Show","CUSA15277","PS4","Нет","2.159,99 TL","75%","539,99 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/229182","2019-10-24","Shooter","PEGI_18"
"60","Call of Duty: WWII","Tokyo_Game_Show","CUSA08630","PS4","Нет","254,00 TL","75%","63,50 TL","2026-09-24","Call of Duty®: WWII - Gold Edition: 254,00 TL; Call of Duty®: WWII - Digital Deluxe Edition: 1.102,15 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/227115","2018-05-07","Shooter","PEGI_18"
"286","Crash Bandicoot N. Sane Trilogy","Tokyo_Game_Show","CUSA07399","PS4","Нет","1.749,00 TL","70%","524,70 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/227649","2017-06-29","Action","PEGI_7"
"415","Crash Bandicoot 4: It’s About Time","Tokyo_Game_Show","PPSA02433","PS4, PS5","Нет","2.299,00 TL","70%","689,70 TL","2026-09-24","Crash Bandicoot™ 4: It’s About Time: 2.299,00 TL; Crash Bandicoot™ - Quadrilogy Bundle: 769,00 TL; Crash Bandicoot™ - Crashiversary Bundle: 999,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10000264","2021-03-12","Action","PEGI_12"
"416","RESIDENT EVIL 3","Tokyo_Game_Show","PPSA03953","PS4, PS5","Нет","1.399,00 TL","80%","279,80 TL","2026-09-24","Standard Edition: 1.399,00 TL; Raccoon City Edition: 2.099,00 TL","Нет","Да","PS Plus","https://store.playstation.com/en-tr/concept/233069","2022-06-13","Adventure","PEGI_18"
"239","RESIDENT EVIL 7 biohazard","Tokyo_Game_Show","PPSA04401","PS4, PS5","Нет","699,00 TL","60%","279,60 TL","2026-09-24","Standard Edition: 699,00 TL; Gold Edition: 1.399,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/220037","2022-06-13","Action","PEGI_18"
"130","Avatar: Frontiers of Pandora","Tokyo_Game_Show","PPSA07497","PS5","Нет","1.049,00 TL","45%","576,95 TL","2026-09-24","From The Ashes Edition: 1.399,00 TL; Complete Edition: 2.099,00 TL","Нет","Да","PS Plus Extra","https://store.playstation.com/en-tr/concept/235179","2023-12-06","Unique","PEGI_16"
"198","Nioh 3","Tokyo_Game_Show","PPSA32785","PS5","Нет","3.449,00 TL","43%","1.965,93 TL","2026-09-24","Standard Edition: 3.449,00 TL; Digital Deluxe Edition: 5.149,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10014010","2026-02-05","Role Playing Games","PEGI_18"
"482","Monster Hunter Wilds","Tokyo_Game_Show","PPSA07862","PS5","Нет","1.749,00 TL","25%","1.311,75 TL","2026-09-24","Standard Edition: 1.749,00 TL; Gold Edition: 3.449,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10005176","2025-02-27","Action","PEGI_16"
"583","DARK SOULS III","Tokyo_Game_Show","CUSA03365","PS4","Нет","3.249,00 TL","50%","1.624,50 TL","2026-09-24","DARK SOULS™ III - Deluxe Edition: 4.499,00 TL; DARK SOULS™ III: 3.249,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/201190","2016-04-11","Action","PEGI_16"
"583","DARK SOULS III","Tokyo_Game_Show","CUSA03365","PS4","Нет","3.249,00 TL","50%","2.249,50 TL","2026-09-24","DARK SOULS™ III - Deluxe Edition: 4.499,00 TL; DARK SOULS™ III: 3.249,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/201190","2016-04-11","Action","PEGI_16"
"467","RESIDENT EVIL 5","Tokyo_Game_Show","CUSA04284","PS4","Нет","699,00 TL","75%","174,75 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/232115","2016-06-27","Horror","PEGI_18"
"431","ONE PIECE: PIRATE WARRIORS 4","Tokyo_Game_Show","PPSA27502","PS4, PS5","Нет","1.749,00 TL","75%","437,25 TL","2026-09-24","Standard Edition: 1.749,00 TL; Ultimate Edition: 3.849,00 TL; Legendary Edition: 4.749,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/234628","2025-11-20","Adventure","PEGI_12"
"586","Tainted Grail: The Fall of Avalon","Tokyo_Game_Show","PPSA19411","PS5","Нет","1.575,00 TL","40%","945,00 TL","2026-09-24","Standard Edition: 1.575,00 TL; Excalibur Edition: 2.349,00 TL; Adventure Pack: 2.149,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10009530","2025-05-23","Role Playing Games","PEGI_18"
"701","Resident Evil 6","Tokyo_Game_Show","CUSA03840","PS4","Нет","699,00 TL","75%","174,75 TL","2026-09-24","Resident Evil Triple Pack: 1.749,00 TL; Resident Evil 6: 699,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/232116","2016-03-28","Shooter","PEGI_18"
"97","Call of Duty: Black Ops 4","Tokyo_Game_Show","CUSA12443","PS4","Нет","469,00 TL","75%","117,25 TL","2026-09-24","Call of Duty®: Black Ops 4 - Digital Deluxe: 234,15 TL; Call of Duty®: Black Ops 4: 469,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/232300","2019-05-01","Shooter","PEGI_18"
"192","LEGO Marvel Super Heroes","Tokyo_Game_Show","CUSA00044","PS4","Нет","1.399,00 TL","87%","181,87 TL","2026-09-24","LEGO® Marvel™ Super Heroes: 1.399,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/202493","2013-11-28","Action","PEGI_7"
"366","Cairn","Tokyo_Game_Show","PPSA28769","PS5","Нет","1.299,00 TL","25%","974,25 TL","2026-09-24","Standard Edition: 1.299,00 TL; Cairn - Deluxe Edition: 1.590,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10014085","2026-01-29","Sport","PEGI_16"
"206","The Walking Dead: The Telltale Definitive Series","Tokyo_Game_Show","CUSA16506","PS4","Нет","1.749,00 TL","75%","437,25 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/234566","2019-09-09","Adventure","PEGI_18"
"193","Metro Exodus","Tokyo_Game_Show","PPSA01749","PS4, PS5","Нет","1.049,00 TL","85%","209,85 TL","2026-09-24","Standard Edition: 1.049,00 TL; Gold Edition: 1.399,00 TL; Metro Saga Bundle: 2.099,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/231769","2021-06-17","Shooter","PEGI_18"
"318","BLEACH Rebirth of Souls","Tokyo_Game_Show","PPSA03579","PS4, PS5","Нет","2.499,00 TL","50%","1.249,50 TL","2026-09-24","Standard Edition: 2.499,00 TL; Deluxe Edition: 3.399,00 TL; Ultimate Edition: 3.899,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10001710","2025-03-20","Fighting","PEGI_12"
"356","Atomfall","Tokyo_Game_Show","PPSA15493","PS4, PS5","Нет","2.099,00 TL","50%","1.049,50 TL","2026-09-24","Standard: 2.099,00 TL; Atomfall Deluxe Edition: 2.099,25 TL; Atomfall Complete Edition: 3.849,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10007896","2025-03-27","Adventure","PEGI_18"
"1053","Solarpunk","Tokyo_Game_Show","PPSA27103","PS5","Нет","1.138,81 TL","20%","911,04 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/10013019","2026-06-08","Simulation","PEGI_3"
"320","The Alters","Tokyo_Game_Show","PPSA16033","PS5","Нет","1.499,00 TL","50%","749,50 TL","2026-09-24","Standard Edition: 1.499,00 TL; Deluxe Edition: 1.289,40 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10008217","2025-06-13","Adventure","PEGI_16"
"682","DRAGON QUEST VII Reimagined","Tokyo_Game_Show","PPSA17942","PS5","Нет","2.999,00 TL","35%","1.949,35 TL","2026-09-24","DRAGON QUEST VII Reimagined: 2.999,00 TL; Digital Deluxe Edition: 3.649,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008842","2026-02-04","Role Playing Games","PEGI_12"
"236","Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles 2","Tokyo_Game_Show","PPSA25427","PS4, PS5","Нет","2.579,00 TL","60%","1.031,60 TL","2026-09-24","Standard Edition: 2.579,00 TL; Deluxe Edition: 2.999,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008540","2025-08-05","Action","PEGI_16"
"631","MY HERO ACADEMIA: All’s Justice","Tokyo_Game_Show","PPSA26174","PS5","Нет","2.999,00 TL","40%","1.799,40 TL","2026-09-24","Standard Edition: 2.999,00 TL; Deluxe Edition: 3.849,00 TL; Ultimate Edition: 4.749,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012661","2026-02-05","Action","PEGI_12"
"363","Yakuza Kiwami 3 & Dark Ties","Tokyo_Game_Show","PPSA30223","PS4, PS5","Нет","2.579,00 TL","50%","1.289,50 TL","2026-09-24","Standard Edition: 2.579,00 TL; Deluxe Edition: 2.111,85 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10015219","2026-02-11","Adventure","PEGI_18"
"935","Hello Neighbor Hide and Seek","Tokyo_Game_Show","CUSA13970","PS4","Нет","1.199,00 TL","75%","299,75 TL","2026-09-24","Hello Neighbor Hide and Seek: 1.199,00 TL; Hello Neighbor Bundle: 2.099,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/232953","2018-12-06","Horror","PEGI_12"
"341","JoJo's Bizarre Adventure: All-Star Battle R","Tokyo_Game_Show","PPSA04323","PS4, PS5","Нет","1.749,00 TL","80%","349,80 TL","2026-09-24","Standard Edition: 1.749,00 TL; Deluxe Edition: 2.499,00 TL; Ultimate Edition: 3.249,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001302","2022-09-01","Action","PEGI_12"
"272","Mafia II","Tokyo_Game_Show","CUSA17761","PS4","Нет","1.159,00 TL","80%","231,80 TL","2026-09-24","","Да","Да","","https://store.playstation.com/en-tr/concept/234770","2020-05-18","Adventure","PEGI_18"
"330","Far Cry Primal","Tokyo_Game_Show","CUSA03309","PS4","Нет","1.399,00 TL","75%","349,75 TL","2026-09-24","Apex Edition: 1.199,00 TL","Нет","Нет","PS Plus Extra","https://store.playstation.com/en-tr/concept/201634","2016-02-22","Adventure","PEGI_18"
"330","Far Cry Primal","Tokyo_Game_Show","CUSA03309","PS4","Нет","1.399,00 TL","75%","299,75 TL","2026-09-24","Apex Edition: 1.199,00 TL","Нет","Нет","PS Plus Extra","https://store.playstation.com/en-tr/concept/201634","2016-02-22","Adventure","PEGI_18"
"633","Risk of Rain 2","Tokyo_Game_Show","PPSA06517","PS4, PS5","Нет","879,00 TL","75%","219,75 TL","2026-09-24","Risk of Rain 2: 879,00 TL; ROR2 + SOTV + SOTS + AC: 1.074,50 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/234386","2024-08-27","Action","PEGI_12"
"749","NEW MONOPOLY","Tokyo_Game_Show","PPSA17419","PS4, PS5","Нет","1.049,00 TL","60%","419,60 TL","2026-09-24","","Нет","Да","PS Plus Extra","https://store.playstation.com/en-tr/concept/10008585","2024-09-25","Party","PEGI_3"
"2574","Vampire Crawlers: The Turbo Wildcard from Vampire Survivors","Tokyo_Game_Show","PPSA30703","PS5","Нет","193,00 TL","10%","173,70 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/10015481","2026-04-21","Strategy","PEGI_7"
"625","Sniper Ghost Warrior Contracts 2","Tokyo_Game_Show","PPSA03131","PS4, PS5","Нет","1.399,00 TL","90%","139,90 TL","2026-09-24","Standard Edition: 1.399,00 TL; SGWC1 & SGWC2 Double Pack: 2.099,00 TL; Premium Edition: 1.749,00 TL; SGWC1 & SGWC2 Double Pack: 2.099,00 TL; Complete Edition: 2.099,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10000888","2021-06-03","Shooter","PEGI_18"
"388","DRAGON BALL FighterZ","Tokyo_Game_Show","PPSA09789","PS4, PS5","Нет","2.499,00 TL","84%","559,84 TL","2026-09-24","DRAGON BALL FighterZ PS4 & PS5: 2.499,00 TL; Legendary Edition: 1.287,25 TL; FighterZ Edition: 3.499,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/228726","2024-02-28","Fighting","PEGI_12"
"240","Moving Out 2","Tokyo_Game_Show","PPSA08206","PS4, PS5","Нет","1.049,00 TL","75%","262,25 TL","2026-09-24","Moving Out 2: 1.049,00 TL; Moving Out + Moving Out 2 Bundle: 1.575,00 TL; Moving Out 2 - Deluxe Edition: 1.149,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10005309","2023-08-14","Strategy","PEGI_3"
"429","Diablo III","Tokyo_Game_Show","CUSA00433","PS4","Нет","304,07 TL","67%","100,34 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/200914","2017-06-26","Role Playing Games","PEGI_16"
"433","Hellblade: Senua’s Sacrifice","Tokyo_Game_Show","PPSA27581","PS5","Нет","899,00 TL","30%","629,30 TL","2026-09-24","Standard Edition: 899,00 TL; Hellblade: Senua’s Sacrifice: 1.299,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10013503","2025-08-12","Adventure","PEGI_18"
"581","Undertale","Tokyo_Game_Show","CUSA09415","PS4","Нет","525,00 TL","34%","346,50 TL","2026-09-24","Undertale: 525,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/228887","2017-08-14","Role Playing Games","PEGI_12"
"376","Just Cause 4: Reloaded","Tokyo_Game_Show","CUSA09264","PS4","Нет","1.399,00 TL","85%","209,85 TL","2026-09-24","Just Cause 4: Reloaded: 1.399,00 TL; Just Cause 4 - Gold Edition: 2.099,00 TL; Just Cause 4 - Complete Edition: 2.499,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/229133","2019-11-06","Action","PEGI_18"
"2011","MONSTER HUNTER: WORLD","Tokyo_Game_Show","CUSA07708","PS4","Нет","849,00 TL","60%","339,60 TL","2026-09-24","Monster Hunter: World: 849,00 TL; Master Edition: 1.749,00 TL; Master Edition DDX: 1.749,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/228785","2018-01-25","Action","PEGI_16"
"297","Truck Simulator 25: Euro Driver","Tokyo_Game_Show","CUSA51951","PS4","Нет","525,00 TL","50%","262,50 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10013081","2025-05-05","Driving/Racing","PEGI_3"
"255","Call of Duty: Infinite Warfare","Tokyo_Game_Show","CUSA05282","PS4","Да","2.499,00 TL","75%","624,75 TL","2026-09-24","Call of Duty®: Infinite Warfare - Legacy Edition: 1.259,60 TL; Call of Duty®: Infinite Warfare - Digital Deluxe: 1.364,65 TL; Call of Duty®: Infinite Warfare: 2.499,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/221672","2016-11-02","Shooter","PEGI_18"
"1364","FINAL FANTASY XII THE ZODIAC AGE","Tokyo_Game_Show","CUSA05531","PS4","Нет","1.749,00 TL","70%","524,70 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/228209","2017-07-17","Role Playing Games","PEGI_16"
"2296","Resident Evil Code: Veronica X","Tokyo_Game_Show","CUSA07343","PS4","Нет","525,00 TL","60%","210,00 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/232117","2017-05-09","Horror","PEGI_16"
"774","DARK SOULS II: Scholar of the First Sin","Tokyo_Game_Show","CUSA01589","PS4","Нет","1.299,00 TL","50%","649,50 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/226237","2015-04-01","Adventure","PEGI_16"
"1532","resident evil 4 (2005)","Tokyo_Game_Show","CUSA04704","PS4","Нет","699,00 TL","75%","174,75 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/232114","2016-08-29","Horror","PEGI_18"
"417","Arizona Sunshine VR 2","Tokyo_Game_Show","PPSA17011","PS5","Нет","1.399,00 TL","63%","517,63 TL","2026-09-24","Arizona Sunshine® VR - Freddy's Bundle: 1.749,00 TL; Deluxe Edition: 1.749,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008622","2023-12-05","Action","PEGI_18"
"2529","Watch_Dogs","Tokyo_Game_Show","CUSA00016","PS4","Нет","849,00 TL","75%","212,25 TL","2026-09-24","WATCH_DOGS™ COMPLETE EDITION: 1.299,00 TL","Да","Да","PS Plus Extra","https://store.playstation.com/en-tr/concept/205264","2014-08-26","Adventure","PEGI_18"
"2529","Watch_Dogs","Tokyo_Game_Show","CUSA00016","PS4","Нет","849,00 TL","80%","259,80 TL","2026-09-24","WATCH_DOGS™ COMPLETE EDITION: 1.299,00 TL","Да","Да","PS Plus Extra","https://store.playstation.com/en-tr/concept/205264","2014-08-26","Adventure","PEGI_18"
"607","Alien: Isolation","Tokyo_Game_Show","CUSA00362","PS4","Нет","1.199,00 TL","70%","584,70 TL","2026-09-24","Alien: Isolation - The Collection: 1.949,00 TL; Alien: Isolation: 1.199,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/200213","2014-10-06","Horror","PEGI_18"
"1264","DRAGON QUEST XI S: Echoes of an Elusive Age","Tokyo_Game_Show","CUSA19120","PS4","Нет","879,00 TL","50%","439,50 TL","2026-09-24","DRAGON QUEST XI S: Echoes of an Elusive Age – Definitive Edition: 879,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/235335","2020-12-03","Role Playing Games","PEGI_12"
"451","The Dark Pictures Anthology: Little Hope","Tokyo_Game_Show","PPSA06487","PS4, PS5","Нет","699,00 TL","50%","349,50 TL","2026-09-24","","Да","Да","","https://store.playstation.com/en-tr/concept/235232","2022-09-27","Adventure","PEGI_18"
"675","Road 96","Tokyo_Game_Show","PPSA05592","PS4, PS5","Нет","849,00 TL","65%","297,15 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/10003593","2022-04-13","Adventure","PEGI_16"
"2429","RESIDENT EVIL REVELATIONS","Tokyo_Game_Show","CUSA06212","PS4","Нет","699,00 TL","75%","174,75 TL","2026-09-24","Resident Evil Revelations 1 & 2 Bundle: 1.049,00 TL; RESIDENT EVIL REVELATIONS: 699,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/232118","2017-08-28","Horror","PEGI_16"
"604","NieR Replicant ver.1.22474487139…","Tokyo_Game_Show","CUSA18742","PS4","Нет","398,99 TL","60%","159,59 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10000272","2021-04-22","Role Playing Games","PEGI_18"
"495","Gas Station Simulator","Tokyo_Game_Show","PPSA29133","PS5","Нет","949,00 TL","50%","349,50 TL","2026-09-24","Gas Station Simulator, Airstrip DLC and Can Touch This DLC Bundle: 1.160,00 TL; Gas Station Simulator and Party Time DLC Bundle: 949,00 TL; Gas Station Simulator and Junkyard DLC Bundle: 714,45 TL; Gas Station Simulator and Can Touch This DLC Bundle: 1.031,00 TL; Gas Station Simulator and Airstrip DLC Bundle: 593,45 TL; Gas Station Simulator: 949,00 TL; Paradise Pack 4 in 1: 584,55 TL; Gas Station Simulator: Airstrip DLC + Tidal Wave DLC Bundle: 270,45 TL; Gas Station Simulator, Airstrip DLC and Can Touch This DLC Bundle: 875,00 TL; Gas Station Simulator and Party Time DLC Bundle: 314,55 TL; Gas Station Simulator and Junkyard DLC Bundle: 638,00 TL; Gas Station Simulator and Can Touch This DLC Bundle: 294,00 TL; Gas Station Simulator and Airstrip DLC Bundle: 335,60 TL; Gas Station Simulator: 699,00 TL; GSS Ultimate Pack 5 in 1: 1.299,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10004337","2026-04-09","Simulation","PEGI_12"
"506","Just Cause 3","Tokyo_Game_Show","CUSA02747","PS4","Нет","699,00 TL","75%","174,75 TL","2026-09-24","Just Cause 3: XXL Edition: 27,25 TL; Just Cause 3: 699,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/202209","2015-11-30","Action","PEGI_18"
"1133","Blasphemous","Tokyo_Game_Show","CUSA16261","PS4","Нет","875,00 TL","75%","218,75 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/234422","2019-09-09","Action","PEGI_16"
"751","PAYDAY 2","Tokyo_Game_Show","CUSA50542","PS4","Нет","699,00 TL","80%","139,80 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/231035","2024-09-30","Shooter","PEGI_18"
"287","Assetto Corsa","Tokyo_Game_Show","CUSA11487","PS4","Нет","1.399,00 TL","75%","262,25 TL","2026-09-24","Assetto Corsa Ultimate Edition: 1.399,00 TL; Assetto Corsa: 1.049,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/205920","2018-04-19","Driving/Racing","PEGI_3"
"2237","FINAL FANTASY VIII","Tokyo_Game_Show","CUSA08751","PS4","Нет","699,00 TL","60%","279,60 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/229480","2019-09-02","Role Playing Games","PEGI_16"
"698","Outward","Tokyo_Game_Show","PPSA03797","PS4, PS5","Нет","1.599,00 TL","80%","319,80 TL","2026-09-24","Outward Definitive Edition: 1.599,00 TL; Outward: The Adventurer Bundle: 1.399,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/231374","2022-05-17","Role Playing Games","PEGI_12"
"1377","Forever Skies","Tokyo_Game_Show","PPSA07867","PS5","Нет","1.229,00 TL","45%","675,95 TL","2026-09-24","Standard Edition: 1.229,00 TL; Help The Planet Bundle: 1.590,00 TL; Deluxe Edition: 1.399,00 TL; Enhanced Edition: 817,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10004499","2025-04-14","Simulator","PEGI_12"
"809","South Park: The Fractured but Whole","Tokyo_Game_Show","CUSA04323","PS4","Нет","1.049,00 TL","70%","314,70 TL","2026-09-24","Bundle: South Park™ : The Stick of Truth™ + The Fractured but Whole™: 2.099,00 TL","Нет","Нет","PS Plus Extra","https://store.playstation.com/en-tr/concept/216489","2018-01-31","Role Playing Games","PEGI_18"
